box_id,box_type,box_name_ja,jfct_code,jfct_group_no,jfct_group_ja,residual_q,n_records,n_source_A,n_source_B,n_source_C,n_layer_A,n_layer_B,n_layer_C,energy_kcal_n,energy_kcal_mean,energy_kcal_sd,protein_g_n,protein_g_mean,protein_g_sd,fat_g_n,fat_g_mean,fat_g_sd,carbohydrate_g_n,carbohydrate_g_mean,carbohydrate_g_sd,salt_equiv_g_n,salt_equiv_g_mean,salt_equiv_g_sd
16006,P,＜アルコール飲料類＞ （醸造酒類） ビール 淡色,16006,16,し好飲料類,0,30,2,27,1,30,0,0,27,39.97,4.78,28,0.25,0.12,30,0.0,0.0,3,3.43,0.46,10,0.0,0.0
16009,P,＜アルコール飲料類＞ （醸造酒類） 発泡酒,16009,16,し好飲料類,0,7,5,0,2,0,7,0,7,37.71,8.46,2,0.2,0.14,7,0.0,0.0,5,3.09,0.66,0,,
16010,P,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 白,16010,16,し好飲料類,0,27,9,18,0,27,0,0,7,75.0,3.42,7,0.04,0.05,7,0.0,0.0,5,3.64,0.8,0,,
16011,P,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 赤,16011,16,し好飲料類,0,32,13,18,1,32,0,0,10,81.0,4.47,10,0.08,0.08,10,0.0,0.0,6,4.38,1.94,1,0.0,
16014,P,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 連続式蒸留しょうちゅう,16014,16,し好飲料類,0,29,10,19,0,29,0,0,23,134.52,23.57,23,0.0,0.0,23,0.0,0.0,23,0.0,0.0,19,0.0,0.0
16015,P,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 単式蒸留しょうちゅう,16015,16,し好飲料類,0,33,14,19,0,5,28,0,19,130.95,26.89,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0
16016,P,＜アルコール飲料類＞ （蒸留酒類） ウイスキー,16016,16,し好飲料類,0,9,2,7,0,9,0,0,6,219.67,17.08,6,0.0,0.0,6,0.0,0.0,6,0.12,0.04,6,0.0,0.0
16018,P,＜アルコール飲料類＞ （蒸留酒類） ウオッカ,16018,16,し好飲料類,0,38,0,38,0,38,0,0,38,55.08,1.23,38,0.0,0.0,38,0.0,0.0,38,0.72,0.33,38,0.07,0.04
16019,P,＜アルコール飲料類＞ （蒸留酒類） ジン,16019,16,し好飲料類,0,5,0,5,0,5,0,0,4,30.72,0.83,4,0.0,0.0,4,0.0,0.0,4,0.21,0.12,4,0.02,0.01
16022,P,＜アルコール飲料類＞ （混成酒類） 梅酒,16022,16,し好飲料類,0,7,1,6,0,7,0,0,7,85.48,21.26,7,0.0,0.0,7,0.0,0.0,7,10.17,3.15,7,0.06,0.05
16025,P,＜アルコール飲料類＞ （混成酒類） みりん 本みりん,16025,16,し好飲料類,0,10,5,3,2,10,0,0,7,279.81,7.56,7,0.15,0.2,7,0.0,0.0,6,49.98,0.39,7,0.0,0.0
16035,P,＜茶類＞ （緑茶類） 抹茶 茶,16035,16,し好飲料類,0,1,1,0,0,1,0,0,0,,,0,,,0,,,0,,,0,,
16036,P,＜茶類＞ （緑茶類） せん茶 茶,16036,16,し好飲料類,0,50,45,5,0,50,0,0,6,313.09,62.72,6,1.27,1.69,6,0.0,0.0,6,21.51,31.65,6,0.02,0.03
16037,P,＜茶類＞ （緑茶類） せん茶 浸出液,16037,16,し好飲料類,0,49,8,41,0,49,0,0,49,0.97,0.67,49,0.0,0.0,49,0.0,0.0,49,0.29,0.35,49,0.02,0.01
16040,P,＜茶類＞ （緑茶類） ほうじ茶 浸出液,16040,16,し好飲料類,0,8,2,6,0,8,0,0,8,0.65,0.41,8,0.0,0.0,8,0.0,0.0,8,0.15,0.09,8,0.02,0.0
16041,P,＜茶類＞ （緑茶類） 玄米茶 浸出液,16041,16,し好飲料類,0,1,1,0,0,1,0,0,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.02,
16042,P,＜茶類＞ （発酵茶類） ウーロン茶 浸出液,16042,16,し好飲料類,0,25,3,22,0,25,0,0,25,0.79,0.43,25,0.0,0.0,25,0.0,0.0,25,0.19,0.09,25,0.02,0.0
16043,P,＜茶類＞ （発酵茶類） 紅茶 茶,16043,16,し好飲料類,0,12,7,5,0,12,0,0,5,300.0,35.36,5,0.0,0.0,5,0.0,0.0,5,15.5,2.74,5,0.65,0.6
16044,P,＜茶類＞ （発酵茶類） 紅茶 浸出液,16044,16,し好飲料類,0,7,1,6,0,7,0,0,7,64.48,148.48,7,0.06,0.15,7,0.07,0.19,7,15.67,36.57,7,0.04,0.04
16046,P,＜コーヒー・ココア類＞ コーヒー インスタントコーヒー,16046,16,し好飲料類,0,17,3,7,7,14,3,0,16,349.93,83.85,16,16.17,7.42,16,5.23,6.89,16,65.53,12.33,16,0.63,0.77
16047,P,＜コーヒー・ココア類＞ コーヒー コーヒー飲料 乳成分入り 加糖,16047,16,し好飲料類,0,29,4,25,0,29,0,0,25,16.52,32.12,25,0.38,0.46,25,0.02,0.06,25,3.86,7.98,25,0.07,0.1
16048,P,＜コーヒー・ココア類＞ ココア ピュアココア,16048,16,し好飲料類,0,2,1,1,0,2,0,0,2,417.5,10.61,2,24.0,1.41,2,22.75,0.35,2,42.25,0.35,2,0.89,1.22
16049,P,＜コーヒー・ココア類＞ ココア ミルクココア,16049,16,し好飲料類,0,7,3,3,1,7,0,0,7,366.77,140.14,7,6.47,1.91,7,10.13,8.12,7,65.34,28.07,7,0.75,0.55
16050,P,＜その他＞ 甘酒,16050,16,し好飲料類,0,1,1,0,0,1,0,0,1,81.5,,1,1.5,,1,0.2,,1,18.4,,1,0.1,
16052,P,＜その他＞ （炭酸飲料類） 果実色飲料,16052,16,し好飲料類,0,12,4,5,3,12,0,0,12,37.05,42.37,12,0.0,0.0,12,0.0,0.0,12,8.67,10.98,12,0.06,0.04
16054,P,＜その他＞ （炭酸飲料類） サイダー,16054,16,し好飲料類,0,25,16,9,0,25,0,0,25,30.23,18.54,25,0.0,0.0,25,0.0,0.0,25,7.67,4.47,25,0.04,0.05
16055,P,＜その他＞ 麦茶 浸出液,16055,16,し好飲料類,0,38,6,32,0,38,0,0,38,1.26,0.7,38,0.0,0.0,38,0.0,0.0,38,0.3,0.16,38,0.01,0.01
16056,P,＜その他＞ 青汁 ケール,16056,16,し好飲料類,0,6,6,0,0,6,0,0,6,286.67,23.09,5,17.2,17.27,6,2.72,1.0,6,71.78,16.47,5,0.37,0.44
16057,P,＜その他＞ スポーツドリンク,16057,16,し好飲料類,0,11,3,8,0,11,0,0,11,73.4,151.94,11,0.0,0.0,11,0.0,0.0,11,18.35,37.93,11,0.7,1.32
16058,P,＜その他＞ （炭酸飲料類） ビール風味炭酸飲料,16058,16,し好飲料類,0,12,1,10,1,12,0,0,12,6.27,5.96,12,0.05,0.09,12,0.0,0.0,12,1.56,1.38,11,0.02,0.04
16059,P,＜アルコール飲料類＞ （混成酒類） 缶チューハイ レモン風味,16059,16,し好飲料類,0,60,6,54,0,0,60,0,60,39.64,8.98,60,0.0,0.0,60,0.0,0.0,60,2.51,2.95,60,0.04,0.04
17001,P,＜調味料類＞ （ウスターソース類） ウスターソース,17001,17,調味料及び香辛料類,0,2,1,1,0,2,0,0,0,,,0,,,0,,,0,,,0,,
17002,P,＜調味料類＞ （ウスターソース類） 中濃ソース,17002,17,調味料及び香辛料類,0,3,2,1,0,3,0,0,0,,,0,,,0,,,0,,,0,,
17003,P,＜調味料類＞ （ウスターソース類） 濃厚ソース,17003,17,調味料及び香辛料類,0,12,5,6,1,12,0,0,9,134.82,16.04,9,1.31,1.5,9,0.08,0.17,9,19.74,13.96,9,2.72,2.11
17004,P,＜調味料類＞ （辛味調味料類） トウバンジャン,17004,17,調味料及び香辛料類,0,3,0,0,3,0,3,0,3,71.67,35.95,3,3.77,2.11,3,2.1,1.01,3,9.5,5.09,3,13.17,4.01
17005,P,＜調味料類＞ （辛味調味料類） チリペッパーソース,17005,17,調味料及び香辛料類,0,1,0,0,1,0,1,0,1,65.0,,1,0.8,,1,0.2,,1,14.9,,1,7.1,
17006,P,＜調味料類＞ （辛味調味料類） ラー油,17006,17,調味料及び香辛料類,0,6,0,1,5,6,0,0,6,484.37,209.88,6,2.83,1.51,6,42.06,26.61,6,23.72,18.27,6,3.03,2.93
17007,P,＜調味料類＞ （しょうゆ類） こいくちしょうゆ,17007,17,調味料及び香辛料類,0,24,17,6,1,15,9,0,1,86.67,,1,10.0,,1,0.0,,1,12.0,,1,16.0,
17008,P,＜調味料類＞ （しょうゆ類） うすくちしょうゆ,17008,17,調味料及び香辛料類,0,5,2,1,2,5,0,0,2,83.34,33.0,2,8.66,1.89,2,0.0,0.0,2,12.33,7.07,2,18.0,0.95
17009,P,＜調味料類＞ （しょうゆ類） たまりしょうゆ,17009,17,調味料及び香辛料類,0,2,0,0,2,2,0,0,2,133.33,18.86,2,11.33,2.83,2,0.0,0.0,2,22.0,8.49,2,19.0,4.24
17010,P,＜調味料類＞ （しょうゆ類） さいしこみしょうゆ,17010,17,調味料及び香辛料類,0,2,2,0,0,2,0,0,0,,,0,,,0,,,0,,,0,,
17012,P,＜調味料類＞ （食塩類） 食塩,17012,17,調味料及び香辛料類,0,10,2,7,1,10,0,0,10,2.7,2.75,10,0.0,0.0,10,0.0,0.0,10,0.69,0.65,10,92.59,17.18
17013,P,＜調味料類＞ （食塩類） 並塩,17013,17,調味料及び香辛料類,0,4,0,0,4,0,4,0,4,6.75,13.5,4,1.0,2.0,4,0.0,0.0,4,0.8,1.29,4,94.72,4.59
17015,P,＜調味料類＞ （食酢類） 穀物酢,17015,17,調味料及び香辛料類,0,4,2,2,0,4,0,0,0,,,0,,,0,,,0,,,0,,
17016,P,＜調味料類＞ （食酢類） 米酢,17016,17,調味料及び香辛料類,0,8,7,0,1,8,0,0,1,101.0,,1,0.3,,1,0.0,,1,26.1,,1,4.6,
17018,P,＜調味料類＞ （食酢類） 果実酢 りんご酢,17018,17,調味料及び香辛料類,0,9,2,6,1,9,0,0,1,21.0,,1,0.0,,1,0.0,,1,0.9,,1,0.09,
17027,P,＜調味料類＞ （だし類） 固形ブイヨン,17027,17,調味料及び香辛料類,0,14,7,4,3,14,0,0,12,235.73,48.03,12,11.03,3.22,12,5.25,2.75,12,35.38,14.24,12,46.77,12.65
17028,P,＜調味料類＞ （だし類） 顆粒和風だし,17028,17,調味料及び香辛料類,0,28,12,9,7,28,0,0,28,234.74,58.39,28,19.77,7.64,28,0.64,0.66,28,39.59,12.87,28,37.92,14.21
17029,P,＜調味料類＞ （だし類） めんつゆ ストレート,17029,17,調味料及び香辛料類,0,18,7,9,2,18,0,0,9,79.04,70.45,9,2.96,2.67,9,1.08,1.22,9,14.64,13.98,9,5.38,4.46
17030,P,＜調味料類＞ （だし類） めんつゆ 三倍濃縮,17030,17,調味料及び香辛料類,0,17,6,10,1,16,1,0,8,129.37,47.48,8,4.67,1.62,8,1.82,2.29,8,24.0,9.8,8,10.13,2.66
17031,P,＜調味料類＞ （調味ソース類） オイスターソース,17031,17,調味料及び香辛料類,0,11,4,2,5,11,0,0,11,106.52,13.73,11,2.12,1.16,11,0.09,0.2,11,24.39,3.3,11,10.7,1.56
17032,P,＜調味料類＞ （調味ソース類） マーボー豆腐の素,17032,17,調味料及び香辛料類,0,11,6,3,2,11,0,0,11,162.2,68.07,11,6.27,2.55,11,7.59,2.85,11,17.39,13.21,11,4.91,3.55
17033,P,＜調味料類＞ （調味ソース類） ミートソース,17033,17,調味料及び香辛料類,0,19,10,7,2,19,0,0,19,96.18,23.95,19,3.51,1.23,19,4.68,1.8,19,10.12,3.76,19,1.65,0.37
17036,P,＜調味料類＞ （トマト加工品類） トマトケチャップ,17036,17,調味料及び香辛料類,0,6,2,4,0,6,0,0,6,110.3,7.36,6,0.79,0.69,6,0.0,0.0,6,11.83,11.32,6,1.3,1.37
17037,P,＜調味料類＞ （トマト加工品類） トマトソース,17037,17,調味料及び香辛料類,0,24,2,9,13,24,0,0,24,78.51,37.57,24,1.73,0.74,24,2.88,3.36,24,11.04,5.76,24,1.77,2.13
17038,P,＜調味料類＞ （トマト加工品類） チリソース,17038,17,調味料及び香辛料類,0,5,0,0,5,5,0,0,5,125.6,33.55,5,1.18,0.35,5,0.5,0.47,5,29.06,7.46,5,5.96,2.39
17039,P,＜調味料類＞ （ドレッシング類） 分離液状ドレッシング 和風ドレッシングタイプ調味料 ノンオイルタイプ,17039,17,調味料及び香辛料類,0,8,1,6,1,8,0,0,7,72.62,27.01,7,2.4,0.54,7,0.29,0.52,7,15.01,5.45,7,5.59,0.84
17040,P,＜調味料類＞ （ドレッシング類） 分離液状ドレッシング フレンチドレッシング 分離液状,17040,17,調味料及び香辛料類,0,13,3,7,3,13,0,0,11,251.58,121.82,11,0.67,0.6,11,21.57,14.99,11,13.57,6.33,11,3.75,0.98
17042,P,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズ 全卵型,17042,17,調味料及び香辛料類,0,11,7,4,0,11,0,0,11,617.14,143.95,11,2.08,0.55,11,65.35,17.61,11,5.21,4.07,11,2.06,0.87
17045,P,＜調味料類＞ （みそ類） 米みそ 淡色辛みそ,17045,17,調味料及び香辛料類,0,22,18,4,0,16,6,0,22,200.93,13.16,22,10.02,1.15,22,5.14,1.08,22,28.84,5.75,22,10.7,1.37
17047,P,＜調味料類＞ （みそ類） 麦みそ,17047,17,調味料及び香辛料類,0,1,1,0,0,1,0,0,1,200.0,,1,8.89,,1,4.44,,1,31.67,,1,10.56,
17048,P,＜調味料類＞ （みそ類） 豆みそ,17048,17,調味料及び香辛料類,0,4,1,1,2,4,0,0,4,191.56,37.83,4,13.7,4.37,4,7.52,2.95,4,18.23,2.63,4,10.36,0.79
17049,P,＜調味料類＞ （みそ類） 即席みそ 粉末タイプ,17049,17,調味料及び香辛料類,0,14,14,0,0,14,0,0,14,374.07,44.21,14,23.93,5.22,14,12.1,6.25,14,42.19,8.73,14,17.73,3.92
17050,P,＜調味料類＞ （みそ類） 即席みそ ペーストタイプ,17050,17,調味料及び香辛料類,0,41,22,19,0,4,37,0,36,175.22,97.44,36,11.3,5.18,36,5.99,5.62,36,19.5,8.41,36,10.01,3.15
17051,P,＜調味料類＞ （ルウ類） カレールウ,17051,17,調味料及び香辛料類,0,10,7,1,2,10,0,0,8,484.97,14.33,8,6.03,0.85,8,29.95,2.39,8,47.76,4.5,8,11.32,2.74
17054,P,＜調味料類＞ （その他） みりん風調味料,17054,17,調味料及び香辛料類,0,7,1,4,2,7,0,0,2,206.0,0.0,2,0.0,0.0,2,0.0,0.0,2,36.5,0.0,2,1.6,0.0
17055,P,＜香辛料類＞ オールスパイス 粉,17055,17,調味料及び香辛料類,0,4,0,2,2,4,0,0,4,206.25,132.88,4,7.12,3.38,4,3.88,2.25,4,42.75,27.63,4,37.51,28.7
17058,P,＜香辛料類＞ からし 練り,17058,17,調味料及び香辛料類,0,6,2,2,2,6,0,0,6,307.12,66.12,6,6.28,2.34,6,15.68,5.97,6,35.55,4.76,6,7.15,1.75
17060,P,＜香辛料類＞ からし 粒入りマスタード,17060,17,調味料及び香辛料類,0,8,1,1,6,8,0,0,8,172.92,70.74,8,6.74,2.58,8,10.6,3.98,8,14.7,11.48,8,3.95,1.51
17061,P,＜香辛料類＞ カレー粉,17061,17,調味料及び香辛料類,0,5,1,0,4,5,0,0,4,239.5,151.19,4,4.18,3.92,4,8.4,7.68,4,34.92,19.58,4,8.07,6.33
17063,P,＜香辛料類＞ こしょう 黒 粉,17063,17,調味料及び香辛料類,0,2,0,0,2,0,2,0,2,300.0,70.71,2,5.0,7.07,2,2.5,3.54,2,57.5,10.61,2,0.08,0.11
17065,P,＜香辛料類＞ こしょう 混合 粉,17065,17,調味料及び香辛料類,0,10,2,0,8,10,0,0,10,168.3,153.77,10,6.22,3.06,10,2.61,3.34,10,29.62,27.63,10,56.74,39.62
17067,P,＜香辛料類＞ シナモン 粉,17067,17,調味料及び香辛料類,0,1,0,0,1,1,0,0,1,364.0,,1,3.6,,1,3.6,,1,79.6,,1,0.06,
17069,P,＜香辛料類＞ しょうが おろし,17069,17,調味料及び香辛料類,0,13,3,6,4,13,0,0,12,58.43,27.19,12,0.56,0.41,12,0.88,1.1,12,12.71,5.93,12,3.16,2.12
17073,P,＜香辛料類＞ とうがらし 粉,17073,17,調味料及び香辛料類,0,7,1,1,5,7,0,0,7,400.29,63.39,7,14.56,3.96,7,11.67,3.77,7,63.8,4.1,7,0.01,0.01
17076,P,＜香辛料類＞ にんにく おろし,17076,17,調味料及び香辛料類,0,11,3,3,5,11,0,0,11,111.98,19.21,11,4.22,0.92,11,0.44,0.37,11,24.65,5.57,11,4.68,2.01
17081,P,＜香辛料類＞ わさび 練り,17081,17,調味料及び香辛料類,0,6,2,2,2,6,0,0,6,270.17,39.19,6,2.42,0.99,6,10.33,2.47,6,43.57,3.5,6,8.32,3.14
17086,P,＜調味料類＞ （しょうゆ類） こいくちしょうゆ 減塩,17086,17,調味料及び香辛料類,0,3,1,2,0,0,3,0,0,,,0,,,0,,,0,,,0,,
17087,P,＜調味料類＞ （しょうゆ類） だししょうゆ,17087,17,調味料及び香辛料類,0,5,3,2,0,5,0,0,0,,,0,,,0,,,0,,,0,,
17090,P,＜調味料類＞ （食酢類） 黒酢,17090,17,調味料及び香辛料類,0,4,2,2,0,4,0,0,0,,,0,,,0,,,0,,,0,,
17091,P,＜調味料類＞ （食酢類） 果実酢 バルサミコ酢,17091,17,調味料及び香辛料類,0,2,0,0,2,2,0,0,2,143.0,53.74,2,0.6,0.14,2,0.25,0.35,2,30.75,14.5,2,0.09,0.01
17093,P,＜調味料類＞ （だし類） 顆粒中華だし,17093,17,調味料及び香辛料類,0,10,4,1,5,10,0,0,9,214.88,19.19,9,14.53,6.68,9,1.99,2.08,9,35.39,7.84,9,45.63,2.32
17094,P,＜調味料類＞ （調味ソース類） 甘酢,17094,17,調味料及び香辛料類,0,3,1,1,1,3,0,0,3,144.11,21.17,3,1.23,0.62,3,0.56,0.96,3,34.16,2.87,3,2.52,0.94
17095,P,＜調味料類＞ （調味ソース類） エビチリの素,17095,17,調味料及び香辛料類,0,1,0,0,1,1,0,0,1,132.0,,1,1.2,,1,7.2,,1,13.5,,1,1.7,
17099,P,＜調味料類＞ （調味ソース類） 三杯酢,17099,17,調味料及び香辛料類,0,4,2,2,0,4,0,0,0,,,0,,,0,,,0,,,0,,
17101,P,＜調味料類＞ （調味ソース類） すし酢 ちらし・稲荷用,17101,17,調味料及び香辛料類,0,2,1,1,0,2,0,0,0,,,0,,,0,,,0,,,0,,
17105,P,＜調味料類＞ （調味ソース類） デミグラスソース,17105,17,調味料及び香辛料類,0,4,2,1,1,4,0,0,4,117.18,42.71,4,2.04,1.91,4,5.88,3.05,4,14.05,4.57,4,1.72,0.42
17107,P,＜調味料類＞ （調味ソース類） 魚醤油 ナンプラー,17107,17,調味料及び香辛料類,0,6,0,0,6,6,0,0,6,28.14,13.01,6,5.49,2.97,6,0.0,0.0,6,1.03,0.83,6,23.94,5.23
17109,P,＜調味料類＞ （調味ソース類） ホワイトソース,17109,17,調味料及び香辛料類,0,6,2,1,3,6,0,0,6,100.67,16.69,6,2.32,1.64,6,6.02,1.15,6,9.28,2.98,6,1.53,0.58
17113,P,＜調味料類＞ （調味ソース類） 焼き肉のたれ,17113,17,調味料及び香辛料類,0,32,7,16,9,32,0,0,28,164.87,60.82,28,3.25,1.74,28,1.83,4.8,28,33.98,13.76,28,6.43,1.73
17115,P,＜調味料類＞ （調味ソース類） ゆずこしょう,17115,17,調味料及び香辛料類,0,6,1,1,4,6,0,0,6,103.21,85.94,6,1.89,0.85,6,4.48,8.17,6,13.76,6.99,6,16.98,9.19
17116,P,＜調味料類＞ （ドレッシング類） 分離液状ドレッシング 和風ドレッシング 分離液状,17116,17,調味料及び香辛料類,0,28,13,13,2,28,0,0,24,191.96,62.72,24,2.69,1.13,24,14.05,6.38,24,14.24,3.62,24,4.86,0.82
17117,P,＜調味料類＞ （ドレッシング類） 乳化液状ドレッシング ごまドレッシング,17117,17,調味料及び香辛料類,0,22,11,7,4,22,0,0,21,398.0,132.22,21,3.95,1.29,21,35.67,14.87,21,16.5,3.2,21,3.04,0.74
17118,P,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズタイプ調味料 低カロリータイプ,17118,17,調味料及び香辛料類,0,2,1,1,0,2,0,0,2,338.34,16.5,2,2.76,0.13,2,35.19,0.74,2,2.43,0.61,2,2.76,0.13
17120,P,＜調味料類＞ （みそ類） 米みそ だし入りみそ,17120,17,調味料及び香辛料類,0,9,6,3,0,9,0,0,9,172.54,19.71,9,10.64,0.78,9,5.32,1.04,9,21.04,6.25,9,10.37,1.58
17124,P,＜調味料類＞ （みそ類） 練りみそ,17124,17,調味料及び香辛料類,0,8,0,3,5,8,0,0,8,200.89,70.64,8,5.98,2.69,8,3.0,2.7,8,38.62,12.14,8,6.87,2.24
17125,P,＜調味料類＞ （その他） お茶漬けの素 さけ,17125,17,調味料及び香辛料類,0,1,1,0,0,1,0,0,1,196.08,,1,9.8,,1,0.78,,1,39.22,,1,47.06,
17127,P,＜調味料類＞ （その他） ふりかけ たまご,17127,17,調味料及び香辛料類,0,30,10,16,4,30,0,0,25,320.93,116.84,25,14.75,7.75,25,12.62,9.35,25,40.09,8.73,25,18.05,14.78
17136,P,＜調味料類＞ （その他） キムチの素,17136,17,調味料及び香辛料類,0,4,0,3,1,4,0,0,4,102.6,139.23,4,4.81,6.56,4,3.33,5.15,4,14.48,17.18,4,8.94,14.82
17137,P,＜調味料類＞ （調味ソース類） ぽん酢しょうゆ 市販品,17137,17,調味料及び香辛料類,0,11,9,0,2,11,0,0,3,62.33,15.5,3,2.47,0.78,3,0.0,0.0,3,12.8,4.51,3,5.77,1.63
17138,P,＜調味料類＞ （その他） 料理酒,17138,17,調味料及び香辛料類,0,23,11,9,3,23,0,0,7,85.38,8.34,6,0.28,0.38,7,0.03,0.05,6,3.62,3.57,7,0.86,1.07
17140,P,＜調味料類＞ （だし類） なべつゆ ストレート しょうゆ味,17140,17,調味料及び香辛料類,0,9,5,3,1,8,1,0,9,17.11,10.91,9,0.84,0.37,9,0.43,0.59,9,2.48,1.61,9,1.91,0.45
17141,P,＜調味料類＞ （だし類） めんつゆ 二倍濃縮,17141,17,調味料及び香辛料類,0,9,2,7,0,9,0,0,0,,,0,,,0,,,0,,,0,,
17149,P,＜調味料類＞ （ドレッシング類） 乳化液状ドレッシング フレンチドレッシング 乳化液状,17149,17,調味料及び香辛料類,0,20,10,8,2,20,0,0,18,378.74,110.25,18,1.53,0.82,18,35.71,13.3,18,12.15,6.29,18,3.46,0.58
18001,P,洋風料理 カレー類 ビーフカレー,18001,18,調理済み流通食品類,0,24,10,11,3,24,0,0,24,102.47,44.66,24,3.52,2.37,24,5.33,4.1,24,10.42,0.8,24,1.35,0.33
18002,P,中国料理 点心類 ぎょうざ,18002,18,調理済み流通食品類,0,36,16,9,11,12,24,0,34,206.21,40.27,34,7.23,2.26,34,9.21,4.71,34,22.06,6.93,34,1.8,2.58
18003,P,洋風料理 その他 えびグラタン,18003,18,調理済み流通食品類,0,10,8,2,0,10,0,0,10,113.31,12.97,10,3.94,1.0,10,5.27,1.01,10,12.77,2.15,10,0.93,0.11
18004,P,洋風料理 スープ類 コーンクリームスープ 粉末タイプ,18004,18,調理済み流通食品類,0,10,5,5,0,10,0,0,10,401.93,21.63,10,6.33,2.57,10,11.9,3.6,10,67.96,7.37,10,8.95,4.09
18005,P,洋風料理 スープ類 コーンクリームスープ コーンクリームスープ,18005,18,調理済み流通食品類,0,4,4,0,0,4,0,0,4,87.48,25.36,4,2.68,1.19,4,3.24,1.32,4,11.9,3.9,4,1.1,0.5
18006,P,洋風料理 フライ用冷凍食品 コロッケ クリームコロッケ 冷凍,18006,18,調理済み流通食品類,0,6,4,2,0,6,0,0,6,250.67,60.73,6,5.89,1.39,6,15.31,6.93,6,22.64,2.57,6,0.86,0.09
18007,P,洋風料理 フライ用冷凍食品 コロッケ ポテトコロッケ 冷凍,18007,18,調理済み流通食品類,0,19,15,0,4,19,0,0,11,281.4,47.74,11,4.65,0.95,11,17.38,5.89,11,26.58,3.33,11,0.82,0.29
18009,P,洋風料理 フライ用冷凍食品 えびフライ 冷凍,18009,18,調理済み流通食品類,0,41,27,7,7,41,0,0,41,179.57,73.8,41,10.35,3.16,41,6.7,7.74,41,19.53,4.4,41,1.16,0.32
18010,P,洋風料理 フライ用冷凍食品 白身フライ 冷凍,18010,18,調理済み流通食品類,0,12,6,3,3,12,0,0,12,203.92,80.61,12,12.41,2.72,12,9.67,9.09,12,16.79,4.95,12,1.0,0.35
18011,P,洋風料理 シチュー類 ビーフシチュー,18011,18,調理済み流通食品類,0,3,0,1,2,3,0,0,3,115.0,39.69,3,3.17,0.51,3,7.38,4.51,3,8.49,0.7,3,1.27,0.23
18012,P,中国料理 点心類 しゅうまい,18012,18,調理済み流通食品類,0,17,11,5,1,17,0,0,16,194.68,30.14,17,8.29,1.27,17,10.34,3.95,17,17.0,3.43,17,1.29,0.22
18014,P,洋風料理 その他 えびピラフ,18014,18,調理済み流通食品類,0,15,11,4,0,15,0,0,15,157.96,7.27,15,3.61,0.66,15,2.6,0.69,15,30.13,0.9,15,1.11,0.18
18015,P,洋風料理 素揚げ類 ミートボール,18015,18,調理済み流通食品類,0,24,16,8,0,24,0,0,23,175.37,27.1,23,9.19,2.55,23,9.26,3.3,23,13.9,3.22,23,1.46,0.41
18016,P,洋風料理 フライ用冷凍食品 メンチカツ 冷凍,18016,18,調理済み流通食品類,0,9,7,0,2,9,0,0,7,316.15,31.89,7,9.46,1.88,7,21.56,2.98,7,21.17,3.6,7,1.24,0.25
18019,P,洋風料理 フライ類 いかフライ,18019,18,調理済み流通食品類,0,15,1,3,11,14,1,0,15,181.42,75.63,15,10.64,2.62,15,4.95,4.58,15,23.19,9.88,15,1.34,0.71
18021,P,洋風料理 フライ類 白身フライ,18021,18,調理済み流通食品類,0,5,1,1,3,5,0,0,5,140.94,6.95,5,9.71,2.94,5,2.71,0.94,5,19.29,1.77,5,1.09,0.51
18022,P,洋風料理 フライ類 メンチカツ,18022,18,調理済み流通食品類,0,1,1,0,0,1,0,0,1,238.0,,1,9.4,,1,13.8,,1,18.8,,1,2.2,
18023,P,和風料理 その他 松前漬け しょうゆ漬,18023,18,調理済み流通食品類,0,2,1,1,0,2,0,0,2,93.2,34.37,2,7.7,3.97,2,0.86,0.91,2,14.1,2.34,2,2.82,0.1
18024,P,和風料理 和え物類 青菜の白和え,18024,18,調理済み流通食品類,0,6,5,1,0,6,0,0,6,123.22,16.48,6,6.79,1.45,6,6.18,1.47,6,10.3,1.48,6,1.12,0.34
18025,P,和風料理 和え物類 いんげんのごま和え,18025,18,調理済み流通食品類,0,3,0,2,1,3,0,0,3,357.63,243.92,3,11.04,7.94,3,20.14,17.39,3,35.9,14.09,3,5.32,3.05
18029,P,和風料理 煮物類 卯の花いり,18029,18,調理済み流通食品類,0,3,1,1,1,3,0,0,3,92.67,30.66,3,4.67,2.71,3,3.78,1.03,3,10.87,5.08,3,1.06,0.16
18030,P,和風料理 煮物類 親子丼の具,18030,18,調理済み流通食品類,0,6,5,1,0,3,3,0,6,113.81,43.4,6,7.48,0.63,6,4.43,3.78,6,11.03,2.5,6,1.62,0.42
18031,P,和風料理 煮物類 牛飯の具,18031,18,調理済み流通食品類,0,8,4,3,1,8,0,0,8,175.48,29.78,8,6.9,1.39,8,12.44,2.91,8,8.88,1.91,8,1.5,0.26
